Slide_code,Year,Site,meanLi7,meanNa23,meanMg24,meanAl27,meanP31,meanK39,meanMn55,meanFe57,meanCu65,meanZn66,meanRb85,meanSr88,meanBa138
S1A8,2020,Canadian Creek,8.042004163710009e-4,17.321758801923988,0.1868278163004625,1.2792641136664945e-4,1.574518071862799,5.69376549665245,0.022611029120692846,0.03719558236111282,7.670592747955395e-5,0.09077119174294336,8.566980662013917e-4,1.516574854222838,0.007386133995011869
S1A9,2020,Jimmys Creek,9.466454261661853e-4,19.42850107184061,0.09515902794958736,1.1646354427027818e-4,0.6978022352133338,5.002384462377666,0.022332190406936996,0.03451270568170694,4.588599151219605e-5,0.09376481243099777,4.36078169603174e-4,2.2826198129961286,0.025934705351992663
S1B1,2020,Benger Burn,8.79779317053746e-4,16.938784350304466,0.12618583398456795,1.7226950099906966e-4,1.2594626430155003,4.197691778438288,0.02500708689126577,0.057175827444344914,1.5130924690124952e-4,0.0948030301985044,4.204561353061241e-4,1.6301904865715706,0.0071263183621227315
S1B1,2020,Benger Burn,8.79779317053746e-4,16.938784350304466,0.12618583398456795,1.7226950099906966e-4,1.2594626430155003,4.197691778438288,0.02500708689126577,0.057175827444344914,1.5130924690124952e-4,0.0948030301985044,4.204561353061241e-4,1.6301904865715706,0.0071263183621227315
S1B10,2020,Blackcleugh Burn,0.0013592446240709294,20.80322845470604,0.1487710368034402,6.890860432756585e-5,1.2470842599753458,7.938368271792258,0.04884672928713964,0.03475106858350229,3.8115699380551855e-5,0.090361419346863,9.681163226865753e-4,1.4593459696335236,0.010706325209708245
S1B11,2020,Carsons Creek,0.001004291714222047,19.552149219005948,0.13103573065912574,1.1279944470054027e-4,0.7324204979821983,4.390346384450147,0.01831748446693857,0.03370076143131846,5.526794863160002e-5,0.12376792712153475,3.5162511897881855e-4,1.9029723446655318,0.026350522703692276
S1B12,2020,Carsons Creek,0.0017167743551594037,21.138054066814842,0.08531588403568442,1.6670013611417428e-4,0.7549490091445552,6.404287519660682,0.014405418848525869,0.03347022443365497,3.634698305632069e-5,0.0928369787881846,6.055783737189924e-4,1.7543905221723477,0.0074928133118516375
S1B13,2020,Back Stream,8.792552984288898e-4,18.38507127787598,0.07435465426031493,8.563954567301601e-5,0.4270672813813856,6.334261856452376,0.012153950254336635,0.03315860168323946,4.890482305020337e-5,0.10004100238568589,0.0010234668855648704,2.4919656231454006,0.030127059198321662
S1B14,2020,Crookston Burn,1.8847794495885188e-4,18.137899175160634,0.11736154928285526,9.679687853378316e-5,0.48351297094928075,5.044256743061946,0.006184921538360877,0.03349049505977613,5.0544965009567395e-5,0.09635706738452533,5.303690675455261e-4,1.1289323690370392,0.0028629310697882585
S1B15,2020,Leithen Burn,0.0011664743907028566,16.63210435094771,0.30050179994089493,1.4990905663885538e-4,2.3793702063735345,5.579538551126328,0.027531376265154776,0.0315097047081366,7.814774423462535e-5,0.10594238088625607,8.172889705919823e-4,1.6954444090737923,0.005123895064786451
