File,meanLi7,semLi7,meanNa23,semNa23,meanMg24,semMg24,meanAl27,semAl27,meanP31,semP31,meanK39,semK39,meanMn55,semMn55,meanFe57,semFe57,meanCu65,semCu65,meanZn66,semZn66,meanRb85,semRb85,meanSr88,semSr88,meanBa138,semBa138
S2H16.txt,0.001144687086472202,6.996978066368668e-5,16.429328662066585,0.1288908623735365,0.33306638562347995,0.007311456372319634,0.003055471622395508,0.0027412270040275354,3.759557961528186,0.06403793487940569,7.337262890822975,0.06005426772908415,0.011243848776440796,2.858520398743643e-4,0.03230675199482978,6.02199471907966e-4,5.385136023800497e-5,7.907461048229378e-6,0.11506826242746566,0.0016766718961061914,7.350577738838636e-4,9.690145186396748e-6,2.3409678101040834,0.025303892007251715,0.02288780570851322,5.498009075690941e-4
S2H17.txt,0.0020307683833484034,7.998404871815226e-5,15.734059220613013,0.11477482107251434,0.16222274883382395,0.005767703515541442,9.904445306553249e-5,1.2141922962489941e-5,1.7667052633922504,0.07518216680004494,4.100534252740109,0.03172295634407354,0.026011850514964,5.853256091318561e-4,0.03190017398132885,5.181848639218468e-4,3.332456346463755e-5,4.519693212229563e-6,0.11787243798528625,0.0011671868078923333,2.598271697708151e-4,4.470892725426135e-6,2.1734132225218032,0.02074913967455069,0.0344598573893747,6.372420148581274e-4
S2H18 2.txt,9.988832080244877e-4,6.858303113958123e-5,17.033810518480838,0.1276955784501534,0.11307211087940168,0.0014466438307342577,9.998272261802257e-5,1.5058859019823587e-5,0.4009877624899813,0.006868753890241713,5.71553387536771,0.043738317799148066,0.05443275543594995,0.0017218140968800022,0.03115197875272975,5.32453381628566e-4,2.4511762131185675e-5,3.968597527825699e-6,0.11409059780000202,0.001478562749954081,9.122529466358946e-4,1.110077045201449e-5,1.1905325302535057,0.01164883086011781,0.005953526914871647,8.03134526510751e-5
S2H18 3.txt,9.988832080244877e-4,6.858303113958123e-5,17.033810518480838,0.1276955784501534,0.11307211087940168,0.0014466438307342577,9.998272261802257e-5,1.5058859019823587e-5,0.4009877624899813,0.006868753890241713,5.71553387536771,0.043738317799148066,0.05443275543594995,0.0017218140968800022,0.03115197875272975,5.32453381628566e-4,2.4511762131185675e-5,3.968597527825699e-6,0.11409059780000202,0.001478562749954081,9.122529466358946e-4,1.110077045201449e-5,1.1905325302535057,0.01164883086011781,0.005953526914871647,8.03134526510751e-5
S2H18.txt,9.988832080244877e-4,6.858303113958123e-5,17.033810518480838,0.1276955784501534,0.11307211087940168,0.0014466438307342577,9.998272261802257e-5,1.5058859019823587e-5,0.4009877624899813,0.006868753890241713,5.71553387536771,0.043738317799148066,0.05443275543594995,0.0017218140968800022,0.03115197875272975,5.32453381628566e-4,2.4511762131185675e-5,3.968597527825699e-6,0.11409059780000202,0.001478562749954081,9.122529466358946e-4,1.110077045201449e-5,1.1905325302535057,0.01164883086011781,0.005953526914871647,8.03134526510751e-5
S2H19.txt,0.001968805123483794,7.706268209408728e-5,16.754920553533456,0.12034743742876963,0.11389718825250596,0.0012563911932579588,9.187523651848429e-5,2.0628648450616773e-5,0.4284557713814325,0.008285757387057576,4.95267275561892,0.034553966343129634,0.0033655738162685763,1.0774472709380208e-4,0.031331392234416056,5.082532275768089e-4,4.199514276518342e-5,7.087158981817858e-6,0.09505690811375402,0.0012598737948668285,0.0016151854816703435,1.509818408292435e-5,2.2672662816129177,0.020822389573485943,0.004396104601377741,5.302033759635706e-5
S2H2.txt,6.531317561698054e-4,6.0919623619693785e-5,15.475188130700452,0.1298169659353411,0.13441404359425532,0.0021422151295832858,1.8150745226386673e-4,4.9350526760699154e-5,0.9796774043712004,0.020156858115639553,4.384131381424648,0.038050562852790744,0.0047259200395617955,1.0131845330330098e-4,0.06373678000675365,9.267779637284848e-4,4.89473443936532e-5,4.916327757547125e-6,0.09997749477248186,0.001856930069947091,9.040517723051885e-4,1.090856782324692e-5,1.8091747486782448,0.017411683810207246,0.00160852715090466,2.1664571061075283e-5
S2H3.txt,0.001404752344261385,7.751246837317061e-5,16.66961474970544,0.13805930997621546,0.1040984266530356,0.0012717532450190092,1.084149808588913e-4,1.716199277490997e-5,0.4110606980515676,0.009064366839587093,5.424178342922228,0.04381113593214415,0.004211644461194359,7.928647970015481e-5,0.05602807918554484,7.70331709969366e-4,4.1948333547103896e-5,5.128773642025304e-6,0.06325527768213056,8.032737465155071e-4,0.0017857522441306986,1.79632237616085e-5,2.017718025576526,0.020063481007517155,0.004392969880394785,4.373658720516837e-5
S2H4.txt,0.001098827533727787,6.76382646637348e-5,16.031454664532454,0.11655092558797285,0.11953931135119782,0.002151168580032071,1.0412695759797987e-4,1.4303525775699146e-5,1.1767313743549361,0.026389017558230636,4.565995934664276,0.034952799408059815,0.01289128562444577,2.1492972257692664e-4,0.049676484371490526,6.919933893630045e-4,1.0757966441366029e-4,6.528297650273266e-6,0.12334329750431422,0.0014893286420169381,9.759601052323764e-4,1.0118371559980277e-5,2.719266795478166,0.022615921137318185,0.045199552368889125,3.9491786441162073e-4
S2H5.txt,0.0010798779188943503,7.661658925945224e-5,17.10410281804425,0.14543392792444376,0.30404872737096356,0.009270646676321064,4.101501364339097e-4,2.6117929650739237e-4,2.838709255874123,0.0932872725010175,6.311816736602112,0.06136247469825012,0.01514187788539407,5.18889275284943e-4,0.04575201187487303,7.185759955923683e-4,8.095492886238052e-5,6.1866102935914214e-6,0.12043270535265564,0.001465307230527875,0.002114216187025308,2.5364046932525703e-5,2.081680850065523,0.02610334616859635,0.005959357663439878,6.661218646854898e-5
