ElapsedTime_s	Ca43_CPS	IntStdWv	Li_g_g_m7	Na_g_g_m23	Mg_g_g_m24	Al_g_g_m27	P_g_g_m31	K_g_g_m39	Mn_g_g_m55	Fe_g_g_m57	Cu_g_g_m65	Zn_g_g_m66	Rb_g_g_m85	Sr_g_g_m88	Ba_g_g_m138
0	59728.03	40.08	1.395695e-07	0.002952361	1.769027e-05	7.437657e-08	0.0001411895	0.001358479	1.785643e-05	3.955579e-05	1.437046e-07	4.619067e-05	2.893194e-07	0.001217419	1.920105e-05
0.1679997	50467.69	40.08	2.378875e-07	0.003392199	2.191737e-05	2.327294e-08	0.0001780005	0.001701127	2.287491e-05	3.245602e-05	-8.626068e-09	8.900006e-05	3.221587e-07	0.001489066	2.238247e-05
0.3361001	50208.67	40.08	5.642278e-08	0.003378469	2.426234e-05	-1.99966e-08	0.0001702255	0.001645369	2.353897e-05	4.074098e-05	-8.670557e-09	4.056903e-05	3.951543e-07	0.001345283	2.004419e-05
0.5039997	51614.28	40.08	9.043514e-08	0.003392714	1.939782e-05	1.704881e-07	0.0004886346	0.001517222	2.560833e-05	3.261202e-05	-8.43442e-09	4.517489e-05	5.625727e-07	0.001345408	1.90539e-05
0.6721001	55155.59	40.08	8.463307e-08	0.002984602	1.913529e-05	-1.820143e-08	0.0001634267	0.001528452	2.256344e-05	4.365585e-05	-7.89287e-09	3.742133e-05	4.152919e-07	0.001206123	1.983093e-05
0.8399997	47217.74	40.08	2.15427e-07	0.003667808	2.742361e-05	1.171557e-07	0.0001851779	0.001835615	2.546781e-05	4.523893e-05	3.853001e-08	4.672556e-05	5.500302e-07	0.001354669	2.168736e-05
1.0081	48465.65	40.08	1.341786e-07	0.003529745	2.391757e-05	6.918926e-08	0.0003249659	0.001821074	2.698213e-05	4.547496e-05	3.753795e-08	4.650094e-05	3.670907e-07	0.001446348	2.223092e-05
1.1761	48787.9	40.08	9.569409e-08	0.003470885	2.460584e-05	-2.057422e-08	0.0001655876	0.001805518	2.218701e-05	4.239158e-05	-8.922995e-09	4.820847e-05	5.009103e-07	0.001391528	2.224698e-05
1.3441	47962.78	40.08	1.355954e-07	0.003533938	2.557034e-05	4.720539e-08	0.0001976708	0.001929526	2.267617e-05	5.303874e-05	-9.076489e-09	4.63525e-05	6.160517e-07	0.001367103	2.423288e-05
1.5121	48905.28	40.08	1.704998e-07	0.003514635	2.51741e-05	1.750179e-09	0.0004006362	0.001642355	2.279934e-05	4.321544e-05	3.720059e-08	5.356846e-05	4.788128e-07	0.001288088	2.328661e-05
1.6801	47901.11	40.08	9.748083e-08	0.003762481	2.479046e-05	1.154879e-07	0.0001794816	0.001873216	2.434637e-05	4.97954e-05	3.798046e-08	5.511596e-05	3.927478e-07	0.001533715	2.423615e-05
1.8481	51038.85	40.08	5.22827e-07	0.003782451	2.42836e-05	6.57047e-08	0.0001826914	0.001570637	2.729768e-05	6.759135e-05	7.98205e-08	4.999984e-05	4.688063e-07	0.001439407	2.697284e-05
