ElapsedTime_s	Ca43_CPS	IntStdWv	Li_g_g_m7	Na_g_g_m23	Mg_g_g_m24	Al_g_g_m27	P_g_g_m31	K_g_g_m39	Mn_g_g_m55	Fe_g_g_m57	Cu_g_g_m65	Zn_g_g_m66	Rb_g_g_m85	Sr_g_g_m88	Ba_g_g_m138
0	58984.56	40.08	1.946891e-07	0.003595687	2.751693e-05	3.724988e-08	0.0002853851	0.001927489	2.216481e-05	5.424213e-05	6.901637e-08	4.913473e-05	8.404385e-07	0.00151991	1.765396e-05
0.1680002	64269.58	40.08	1.500669e-07	0.003310929	2.505164e-05	6.818562e-08	0.0003637079	0.001792421	2.009949e-05	4.485681e-05	9.840591e-08	4.302822e-05	6.677149e-07	0.001332627	1.722647e-05
0.3361001	63588.79	40.08	1.806044e-07	0.00333179	2.545012e-05	1.737296e-08	0.0002653772	0.001739377	2.541011e-05	4.213588e-05	6.40192e-08	6.310561e-05	6.829121e-07	0.00138752	1.949849e-05
0.5041003	60451.05	40.08	3.116895e-07	0.00360545	4.291493e-05	9.056679e-08	0.0002354677	0.001889383	2.28835e-05	4.544412e-05	2.537414e-07	5.008289e-05	5.573996e-07	0.001458523	1.940454e-05
0.6721001	63622.03	40.08	2.094317e-07	0.003384438	3.00559e-05	6.888136e-08	0.0002320929	0.001774155	2.020603e-05	4.388931e-05	6.398581e-08	4.742591e-05	3.84807e-07	0.001366739	1.843031e-05
0.8401003	59644.68	40.08	6.921708e-08	0.003412596	3.51638e-05	9.528798e-07	0.0004272766	0.001914503	2.353315e-05	5.781206e-05	1.816043e-07	4.602199e-05	7.624802e-07	0.001500322	1.964427e-05
1.0081	58578.52	40.08	7.686535e-09	0.003807334	3.181365e-05	5.616272e-08	0.0003890145	0.001927881	2.24604e-05	5.616065e-05	3.102336e-08	5.086978e-05	6.189914e-07	0.001573431	2.118865e-05
1.1761	60399.61	40.08	1.597205e-07	0.003356132	3.236637e-05	7.255812e-08	0.0002676283	0.002091798	2.152499e-05	5.110089e-05	1.047113e-07	4.781357e-05	5.74905e-07	0.001497894	2.018061e-05
1.3442	57940.52	40.08	7.785039e-09	0.003532963	3.472291e-05	-3.74963e-08	0.0002789861	0.001990836	2.128153e-05	4.975644e-05	7.026023e-08	5.260528e-05	6.169719e-07	0.001544081	2.115246e-05
1.5122	56113.82	40.08	1.391557e-07	0.003846468	3.2218e-05	1.969256e-08	0.0002940223	0.002055627	2.259472e-05	5.540637e-05	1.127089e-07	5.686724e-05	7.282703e-07	0.001583438	2.171379e-05
1.6802	56832.46	40.08	4.031394e-08	0.003629447	3.437694e-05	3.866761e-08	0.0002662396	0.002021631	2.042666e-05	4.833733e-05	3.197658e-08	5.351095e-05	6.380058e-07	0.001556284	2.136073e-05
1.8482	57215.25	40.08	-2.424163e-08	0.003487084	3.079005e-05	1.931495e-08	0.000388934	0.002026146	1.989997e-05	4.446008e-05	1.105393e-07	4.910563e-05	4.90514e-07	0.001635612	1.993292e-05
2.0162	58543.02	40.08	1.019842e-07	0.003727359	2.956532e-05	3.753918e-08	0.0001925914	0.001793924	1.913853e-05	4.267599e-05	6.953726e-08	4.863137e-05	5.405889e-07	0.001430605	1.928306e-05
2.1842	54463.46	40.08	-2.545159e-08	0.003643059	3.099688e-05	-3.988568e-08	0.0002774349	0.001923556	1.79556e-05	4.504293e-05	3.336753e-08	5.333687e-05	7.033461e-07	0.001566769	1.933872e-05
2.3522	55482.23	40.08	-2.497695e-08	0.003522241	3.893573e-05	-1.946142e-08	0.0002079055	0.002130722	1.847533e-05	3.932528e-05	7.337351e-08	7.890724e-05	7.088809e-07	0.001820992	1.915184e-05
2.5202	56989.04	40.08	7.251193e-08	0.003688286	3.201442e-05	2.242866e-10	0.0002069746	0.001934942	2.182828e-05	4.423599e-05	3.188882e-08	5.121172e-05	5.822718e-07	0.001674265	2.03555e-05
2.6883	59502.48	40.08	1.003661e-07	0.003669776	3.906069e-05	1.857609e-08	0.0002225661	0.001797026	2.110704e-05	4.958913e-05	-7.332457e-09	4.97351e-05	5.835671e-07	0.001514638	2.083618e-05
