ElapsedTime_s	Ca43_CPS	IntStdWv	Li_g_g_m7	Na_g_g_m23	Mg_g_g_m24	Al_g_g_m27	P_g_g_m31	K_g_g_m39	Mn_g_g_m55	Fe_g_g_m57	Cu_g_g_m65	Zn_g_g_m66	Rb_g_g_m85	Sr_g_g_m88	Ba_g_g_m138
0	68998.41	40.08	1.979748e-07	0.003319655	0.0001089118	1.72614e-07	0.002613646	0.003046038	1.141073e-05	2.315789e-05	3.253529e-07	7.08904e-05	9.205032e-07	0.002046395	6.308446e-05
0.1680002	66971	40.08	6.428353e-08	0.003217825	0.0001056399	9.724728e-08	0.00237962	0.003092369	1.105512e-05	2.628063e-05	4.72163e-07	7.820905e-05	1.06242e-06	0.001921636	6.398345e-05
0.3359003	61793.03	40.08	6.967019e-08	0.003594382	0.0001091464	1.927424e-07	0.002831235	0.003304574	1.14426e-05	2.473325e-05	5.11728e-07	8.263924e-05	9.949174e-07	0.002048236	6.800002e-05
0.5039001	64711.53	40.08	8.703259e-09	0.003565483	9.653736e-05	8.396216e-08	0.00259643	0.003162395	1.014721e-05	2.791422e-05	3.82342e-07	7.413159e-05	1.130946e-06	0.00195901	6.132874e-05
0.6719003	61983.34	40.08	1.600112e-07	0.003621249	0.0001692059	8.765812e-08	0.002489587	0.003252074	1.102482e-05	2.353206e-05	6.211431e-07	7.658124e-05	9.672474e-07	0.002113875	6.046649e-05
0.8398004	63310.75	40.08	6.799998e-08	0.003597061	0.0001041879	3.927279e-07	0.002579881	0.003150267	1.330506e-05	2.560402e-05	2.459226e-07	7.46569e-05	1.011224e-06	0.002378017	6.371242e-05
1.0078	70539.88	40.08	1.671253e-07	0.003024666	8.135688e-05	9.23288e-08	0.00198386	0.002802173	9.69453e-06	2.034905e-05	3.182432e-07	6.514813e-05	9.437076e-07	0.002186806	4.977591e-05
1.1758	65277.84	40.08	1.232741e-07	0.003489615	0.0001594105	3.362534e-08	0.002685172	0.003195082	1.202185e-05	2.447743e-05	3.79025e-07	6.983358e-05	1.011988e-06	0.002182362	5.681519e-05
1.3438	65345.7	40.08	6.588234e-08	0.003439973	0.0001099671	1.161879e-07	0.003590758	0.002961299	7.836627e-06	2.01936e-05	1.680806e-07	6.909258e-05	1.509536e-06	0.001989815	5.108618e-05
1.5117	65972.21	40.08	9.361665e-08	0.003357209	0.0001515826	1.4781e-07	0.006358058	0.003110306	8.059563e-06	2.175778e-05	2.360015e-07	6.731609e-05	1.09391e-06	0.001892482	6.043979e-05
1.6797	63436.23	40.08	1.563466e-07	0.003582806	0.0001040744	1.367027e-07	0.002123063	0.003076416	8.151586e-06	2.445738e-05	2.454362e-07	7.064272e-05	1.097477e-06	0.002066818	5.152965e-05
1.8477	65688.83	40.08	1.225029e-07	0.003444685	7.722413e-05	6.628265e-08	0.002085865	0.003003082	7.045047e-06	2.11461e-05	5.861045e-07	6.816902e-05	1.059841e-06	0.001964983	4.791973e-05
2.0156	67876.39	40.08	6.342595e-08	0.003307246	8.039502e-05	1.118574e-07	0.002692791	0.002936176	6.188497e-06	3.139452e-05	3.98298e-07	6.547711e-05	1.13072e-06	0.001829655	4.847213e-05
2.1841	64735.06	40.08	6.650375e-08	0.003497694	0.0001077254	1.723412e-08	0.004146128	0.002974891	8.920813e-06	2.109963e-05	3.467802e-07	7.207963e-05	8.474879e-07	0.001854694	4.627538e-05
2.3521	61938.66	40.08	1.299201e-07	0.003624451	0.0001196649	7.029693e-08	0.002445804	0.003131765	6.003018e-06	2.392254e-05	7.326574e-07	6.93137e-05	9.843524e-07	0.001917371	6.285882e-05
2.52	57394.96	40.08	9.812191e-09	0.003836343	8.699618e-05	1.322859e-07	0.004170998	0.003159902	7.239574e-06	2.137578e-05	7.150557e-08	6.661386e-05	9.470084e-07	0.00249042	5.01573e-05
2.688	57964.19	40.08	4.199394e-08	0.003714376	9.16615e-05	2.42726e-07	0.002555593	0.003169884	9.172326e-06	2.996367e-05	3.081669e-07	6.960692e-05	8.060239e-07	0.002099241	4.588063e-05
2.856	53794.69	40.08	8.002874e-08	0.003784919	9.367075e-05	8.094045e-08	0.002612526	0.0032629	5.474658e-06	2.668257e-05	5.025595e-07	7.412809e-05	1.038744e-06	0.002213743	4.884071e-05
3.0239	57966.21	40.08	4.199242e-08	0.003687337	7.324231e-05	3.787104e-08	0.0057281	0.003042833	5.954946e-06	2.756426e-05	4.268338e-07	7.110982e-05	9.815355e-07	0.00206011	4.619502e-05
3.1924	57954.85	40.08	4.200062e-08	0.003563101	0.0001010312	7.513111e-08	0.002125014	0.003157024	5.652942e-06	1.717115e-05	1.895157e-07	6.863344e-05	8.587971e-07	0.002004545	4.745396e-05
3.3604	58426.05	40.08	4.166187e-08	0.003752275	7.908783e-05	3.757375e-08	0.002259663	0.003181407	5.830595e-06	2.060167e-05	1.094916e-07	6.474925e-05	1.069635e-06	0.00213815	4.59725e-05
3.5283	62235.09	40.08	1.593645e-07	0.003527082	0.0001576005	5.842242e-10	0.004721057	0.002914055	5.949561e-06	4.057249e-05	1.027903e-07	9.189438e-05	9.305476e-07	0.002679834	4.219462e-05
3.6963	58715.17	40.08	1.370529e-07	0.003640501	8.693108e-05	5.577445e-08	0.001893256	0.003095927	7.726645e-06	1.971088e-05	1.089525e-07	7.186064e-05	1.055704e-06	0.00206091	4.367188e-05
3.8643	57095.04	40.08	7.540264e-08	0.003618859	8.164863e-05	9.517076e-08	0.001830905	0.003073469	5.97501e-06	1.905271e-05	1.923697e-07	7.04897e-05	9.163468e-07	0.002002364	5.404073e-05
4.0322	54446.29	40.08	1.134347e-07	0.003649603	9.14201e-05	2.049547e-08	0.003013644	0.00323062	7.252376e-06	1.785178e-05	2.43845e-07	8.131905e-05	7.926219e-07	0.002162122	4.419279e-05
4.2002	53659.3	40.08	1.848342e-07	0.003910917	8.254861e-05	6.792876e-10	0.008848353	0.003256268	7.470958e-06	2.070428e-05	1.192182e-07	6.612566e-05	1.050831e-06	0.002275339	4.915968e-05
4.3682	56745.49	40.08	9.923992e-09	0.003792492	6.536871e-05	3.868894e-08	0.001702362	0.003110032	6.577722e-06	1.672003e-05	2.339649e-07	6.501162e-05	9.488718e-07	0.002236839	4.525199e-05
4.5361	59475.26	40.08	1.038432e-07	0.003628385	0.0001393505	9.136355e-08	0.001777304	0.002968832	7.171052e-06	2.452305e-05	1.846711e-07	6.439615e-05	1.067856e-06	0.002180659	4.586246e-05
4.7041	68709.98	40.08	1.44347e-07	0.0030723	5.492758e-05	1.105057e-07	0.001336763	0.002739775	6.148688e-06	2.021544e-05	1.59851e-07	5.47159e-05	7.54039e-07	0.001785644	3.893123e-05
4.8721	67585.02	40.08	1.467497e-07	0.002982098	4.814044e-05	5.406665e-10	0.001649647	0.002419352	5.871791e-06	2.261224e-05	6.072457e-08	5.572615e-05	1.180713e-06	0.001641612	4.262805e-05
5.04	53317.07	40.08	8.074549e-08	0.003752368	0.000164833	8.167111e-08	0.001645604	0.003034495	8.319468e-06	1.996771e-05	1.629922e-07	6.661306e-05	9.144108e-07	0.002200222	4.485457e-05
5.208	55941.95	40.08	4.351156e-08	0.003625902	6.727139e-05	3.924669e-08	0.002021087	0.003040538	8.504186e-06	2.068742e-05	1.553443e-07	6.097006e-05	8.71504e-07	0.002013497	4.559099e-05
5.376	58510.91	40.08	4.160115e-08	0.003761326	0.0001299576	5.597306e-08	0.004057365	0.003063331	8.784072e-06	1.938308e-05	1.877148e-07	6.706312e-05	7.897846e-07	0.002472013	4.420686e-05
5.5439	54703.45	40.08	7.869913e-08	0.004009639	0.0001084329	1.388022e-07	0.00177411	0.003339148	8.632236e-06	2.369697e-05	2.007801e-07	7.295776e-05	9.191201e-07	0.002216015	4.695754e-05
5.7124	61733.72	40.08	1.000443e-07	0.003558115	9.43568e-05	1.055097e-07	0.001473852	0.002882006	7.689899e-06	1.874639e-05	2.150601e-07	5.986679e-05	7.485519e-07	0.001880594	4.075077e-05
5.8804	55186.81	40.08	7.800986e-08	0.003937067	6.786644e-05	1.767081e-07	0.002281527	0.003023703	9.367681e-06	2.811175e-05	2.405731e-07	6.909602e-05	7.819748e-07	0.00195312	4.368182e-05
6.0483	57152.66	40.08	4.25898e-08	0.003741911	0.0001308206	6.421357e-10	0.001472057	0.002929746	1.036658e-05	2.349209e-05	7.180903e-08	6.049974e-05	7.016924e-07	0.002079584	4.576163e-05
6.2163	56965.17	40.08	1.741083e-07	0.003693046	9.47552e-05	1.959439e-08	0.002132038	0.003009727	7.821527e-06	3.170812e-05	1.525541e-07	6.311201e-05	9.004764e-07	0.001843113	4.173344e-05
6.3843	71405.2	40.08	1.126965e-07	0.002905532	5.934045e-05	4.586741e-08	0.001167667	0.002465682	7.641544e-06	1.685605e-05	8.958975e-08	5.687982e-05	6.329181e-07	0.002058409	3.364513e-05
6.5522	53353.75	40.08	4.562228e-08	0.004098265	6.353531e-05	4.115397e-08	0.001451354	0.003105561	8.049395e-06	2.473031e-05	2.488384e-07	7.241333e-05	9.614255e-07	0.002076569	4.732224e-05
6.7202	56015.33	40.08	1.102576e-07	0.004123965	7.864763e-05	7.774108e-08	0.001264513	0.002986106	8.492497e-06	1.776432e-05	1.55141e-07	6.190754e-05	8.431181e-07	0.002236256	4.398887e-05
6.8882	54629.51	40.08	1.030796e-08	0.003782808	9.398572e-05	6.738667e-10	0.00172783	0.003129564	9.757623e-06	2.033552e-05	1.171011e-07	6.924863e-05	1.004222e-06	0.001949961	4.66103e-05
7.0566	62747.47	40.08	6.861026e-08	0.003377953	5.410003e-05	5.219752e-08	0.001106667	0.002542072	6.932312e-06	1.770456e-05	1.38496e-07	5.767007e-05	9.067152e-07	0.001986746	3.765483e-05
7.2246	60136.2	40.08	7.15895e-08	0.003489034	4.755392e-05	7.241497e-08	0.001266238	0.002829109	8.086015e-06	1.808799e-05	1.445099e-07	6.218222e-05	7.937957e-07	0.002026123	3.880475e-05
7.3926	53340.13	40.08	1.508644e-07	0.004128214	6.368633e-05	8.164179e-08	0.002529381	0.003168686	7.288229e-06	1.604872e-05	1.629219e-07	6.922416e-05	9.616645e-07	0.002041228	4.57668e-05
7.5606	58948.34	40.08	9.552666e-09	0.003442272	5.258033e-05	1.104994e-07	0.001740373	0.002746888	6.671469e-06	2.041762e-05	-8.178464e-09	6.67928e-05	8.356678e-07	0.001724379	4.501179e-05
