ElapsedTime_s	Ca43_CPS	IntStdWv	Li_g_g_m7	Na_g_g_m23	Mg_g_g_m24	Al_g_g_m27	P_g_g_m31	K_g_g_m39	Mn_g_g_m55	Fe_g_g_m57	Cu_g_g_m65	Zn_g_g_m66	Rb_g_g_m85	Sr_g_g_m88	Ba_g_g_m138
0	52049.64	40.08	-3.575186e-08	0.00352336	2.32575e-05	7.642889e-08	0.0001792133	0.001806837	1.499319e-05	1.826547e-05	-1.068282e-08	6.511585e-05	5.18834e-07	0.001293179	8.382075e-06
0.1680002	53036.28	40.08	3.152916e-08	0.003582159	2.378307e-05	1.280884e-08	0.0001667233	0.001838547	1.385351e-05	1.748377e-05	7.666927e-08	6.396427e-05	6.950402e-07	0.001406844	7.471543e-06
0.3361001	52347	40.08	3.19456e-08	0.003850018	2.283211e-05	-2.90337e-08	0.0005139065	0.001797225	1.429038e-05	2.666648e-05	-1.062207e-08	7.018617e-05	5.817605e-07	0.001358457	9.084029e-06
0.5040002	59065.41	40.08	2.831307e-08	0.003277699	3.205961e-05	-2.573055e-08	0.0001829252	0.001774223	1.226546e-05	1.371141e-05	-9.413828e-09	5.979154e-05	4.405263e-07	0.001302092	7.790452e-06
0.6721001	52229.08	40.08	-1.801704e-09	0.003948388	2.46711e-05	3.406253e-08	0.0001981208	0.002000737	1.515689e-05	2.268874e-05	3.360419e-08	6.337795e-05	6.963497e-07	0.00137903	8.260353e-06
0.8401003	52246.28	40.08	-1.799804e-09	0.003778367	2.482135e-05	-2.908729e-08	0.0002027041	0.00210104	1.52204e-05	1.819626e-05	7.782879e-08	7.0988e-05	5.263092e-07	0.001520492	7.630892e-06
1.0081	52842.83	40.08	-1.778193e-09	0.00406307	2.407137e-05	-4.956699e-08	0.0005189352	0.001990074	1.597111e-05	2.286845e-05	3.321399e-08	6.55753e-05	6.135902e-07	0.001579074	8.822642e-06
1.176	52555.15	40.08	6.543748e-08	0.003985879	2.528292e-05	1.293074e-08	0.0002127927	0.002072769	1.420338e-05	2.566867e-05	-1.057983e-08	6.479049e-05	6.826555e-07	0.001393957	8.37067e-06
1.3441	55514.4	40.08	3.013014e-08	0.003875327	2.342418e-05	7.166449e-08	0.0001986461	0.001882625	1.609018e-05	1.712478e-05	-1.001582e-08	5.911462e-05	6.817601e-07	0.001298013	6.992384e-06
1.5122	52850.58	40.08	6.507416e-08	0.003861039	2.558908e-05	-7.945773e-09	0.0002209837	0.002039927	1.484169e-05	1.577102e-05	-1.052062e-08	6.819979e-05	6.415555e-07	0.001429369	7.895432e-06
1.6802	55259.88	40.08	-1.695471e-09	0.003605245	2.068787e-05	-2.749725e-08	0.0002423432	0.002008189	1.510447e-05	1.550736e-05	-1.006189e-08	6.505409e-05	6.046694e-07	0.001298593	7.214714e-06
1.8481	53335.68	40.08	6.448474e-08	0.003906111	3.254743e-05	-7.871964e-09	0.0002138661	0.002066455	1.573581e-05	1.958136e-05	-1.042486e-08	6.835079e-05	6.172478e-07	0.001321595	7.323449e-06
2.0161	50643.95	40.08	-1.847311e-09	0.003912757	2.55601e-05	1.342274e-08	0.0002392524	0.00215098	1.629824e-05	1.36772e-05	3.465638e-08	6.810977e-05	7.375975e-07	0.001345874	7.816418e-06
2.1842	52935.22	40.08	3.160449e-08	0.003797931	2.521314e-05	5.438747e-08	0.0002331222	0.002143797	1.733897e-05	1.264245e-05	-1.050365e-08	5.835086e-05	5.752941e-07	0.001297381	8.004997e-06
2.3522	50029.63	40.08	6.874993e-08	0.004074092	2.528323e-05	-9.630522e-08	0.0002293538	0.002198969	1.661075e-05	2.321683e-05	8.127769e-08	6.629072e-05	6.283984e-07	0.00129747	8.146701e-06
2.5203	52939.77	40.08	-1.763328e-09	0.003751565	2.166148e-05	5.43843e-08	0.0002095811	0.001965811	1.526122e-05	2.282572e-05	1.204661e-07	6.198935e-05	7.149149e-07	0.001218882	7.217936e-06
2.6882	50351.95	40.08	6.831242e-08	0.00395398	2.554399e-05	-5.201071e-08	0.0002400533	0.002147464	1.595358e-05	1.934513e-05	1.266575e-07	6.900732e-05	7.320907e-07	0.00138062	7.059417e-06
2.8562	49989.07	40.08	3.347246e-08	0.004010046	2.740864e-05	3.559935e-08	0.0002441288	0.002235105	1.684951e-05	1.948546e-05	-1.112255e-08	6.394016e-05	7.374048e-07	0.001281027	8.500999e-06
3.0243	49915.93	40.08	3.352286e-08	0.004260334	3.366179e-05	1.362341e-08	0.0002364937	0.002212039	1.697686e-05	2.186104e-05	-1.113881e-08	6.878585e-05	6.595343e-07	0.001490162	8.140873e-06
3.1923	53450.98	40.08	1.965489e-07	0.003818966	2.423996e-05	-2.842082e-08	0.0002459779	0.002046201	1.745889e-05	1.822324e-05	-1.04021e-08	5.985817e-05	6.066066e-07	0.001289337	7.700819e-06
3.3604	62370.66	40.08	5.515293e-08	0.003199645	2.89158e-05	2.853423e-08	0.0002090808	0.001836067	1.439336e-05	2.162802e-05	2.814073e-08	5.839844e-05	5.515267e-07	0.001275177	7.877093e-06
3.5283	63970.04	40.08	1.642308e-07	0.003498901	3.955702e-05	1.063227e-08	0.0002032435	0.001890673	1.538335e-05	2.10872e-05	-8.69155e-09	6.188743e-05	4.914563e-07	0.001226006	7.616906e-06
3.6963	61889.43	40.08	2.704164e-08	0.003549035	2.12977e-05	-6.00778e-08	0.0001916785	0.001816451	1.723071e-05	2.179603e-05	-8.983714e-09	5.72165e-05	6.115319e-07	0.001157933	6.781419e-06
3.8643	63545.18	40.08	1.375322e-07	0.003133598	2.02219e-05	6.261691e-08	0.0002121083	0.001688506	1.426426e-05	1.680313e-05	2.762071e-08	5.373394e-05	5.413323e-07	0.001117638	6.56019e-06
4.0324	48109.31	40.08	-1.927607e-09	0.004305372	4.6937e-05	-7.728432e-08	0.0002720646	0.002262519	2.037939e-05	1.585776e-05	8.45226e-08	7.143466e-05	5.101274e-07	0.001388917	9.530832e-06
4.2004	52102.04	40.08	1.338368e-07	0.003941243	2.548005e-05	7.637094e-08	0.0002390727	0.002103491	1.816603e-05	2.499067e-05	-1.06712e-08	6.237879e-05	5.183085e-07	0.001303189	9.1577e-06
4.3684	50274.36	40.08	3.329448e-08	0.004321264	3.771301e-05	1.353276e-08	0.0002442773	0.002209976	1.774272e-05	1.657755e-05	8.088281e-08	7.477865e-05	8.214049e-07	0.001449426	1.066639e-05
4.5364	47905.95	40.08	7.181534e-08	0.004449409	2.568864e-05	1.748743e-07	0.0002285386	0.002424094	2.032562e-05	2.228821e-05	8.48816e-08	6.962496e-05	6.048385e-07	0.001451961	8.862126e-06
4.7043	54874.9	40.08	6.26962e-08	0.003784454	2.451572e-05	1.239969e-08	0.0001828644	0.001900349	1.564644e-05	1.945759e-05	3.198503e-08	6.516428e-05	5.999314e-07	0.001245613	8.274634e-06
4.8724	54480.36	40.08	9.557512e-08	0.003732237	2.30008e-05	1.249024e-08	0.0002359529	0.001906264	1.586316e-05	1.572757e-05	3.221671e-08	6.476517e-05	7.67032e-07	0.001600054	8.104425e-06
5.0404	51006.02	40.08	-3.644229e-08	0.004269476	2.283019e-05	-8.216195e-09	0.000197113	0.002107146	1.856535e-05	1.817695e-05	-1.090033e-08	7.072766e-05	6.163664e-07	0.001429617	8.442369e-06
5.2085	48989.21	40.08	7.023269e-08	0.004454072	2.553077e-05	1.48565e-07	0.0001893645	0.002279922	1.960227e-05	0.001303887	-1.134904e-08	8.02948e-05	6.2163e-07	0.001533164	9.367872e-06
5.3765	56715.8	40.08	2.952019e-08	0.003743768	2.349068e-05	-4.616295e-08	0.0001774374	0.00210857	1.657811e-05	1.882569e-05	-9.802887e-09	7.013778e-05	5.804579e-07	0.001328456	8.13446e-06
5.5444	53650.7	40.08	3.120795e-08	0.00443878	2.58688e-05	1.268642e-08	0.0002105814	0.002557699	2.012394e-05	1.684393e-05	3.27151e-08	8.034545e-05	6.687107e-07	0.001363684	8.878195e-06
5.7125	55592.79	40.08	3.011893e-08	0.004396045	2.330608e-05	3.202327e-08	0.0001941292	0.002228977	1.880014e-05	2.384216e-05	-1.000085e-08	7.087102e-05	5.212063e-07	0.001281188	8.102269e-06
5.8805	52061.82	40.08	1.339522e-07	0.004241833	2.57723e-05	-5.028718e-08	0.0001796736	0.002178894	1.956101e-05	2.23086e-05	-1.06791e-08	6.795582e-05	6.418086e-07	0.001307524	8.418749e-06
6.0486	49854.86	40.08	-1.843616e-09	0.004183618	2.582246e-05	1.365478e-08	0.0002139342	0.002206424	1.819883e-05	1.624143e-05	-1.11518e-08	7.274104e-05	5.416694e-07	0.001747539	8.32099e-06
6.2166	53422.39	40.08	6.441191e-08	0.0036937	2.274842e-05	1.274368e-08	0.0001400327	0.002053601	1.723342e-05	1.471814e-05	-1.040705e-08	7.410585e-05	5.884862e-07	0.001411852	9.181294e-06
6.3845	51103.43	40.08	6.733606e-08	0.004174202	2.345709e-05	-5.12278e-08	0.0001600536	0.002092906	1.854831e-05	2.135116e-05	7.957134e-08	7.375128e-05	8.274514e-07	0.001430448	9.487027e-06
6.5526	55812.45	40.08	3.000641e-08	0.004045822	2.334138e-05	-4.690486e-08	0.0001496785	0.002071405	2.044165e-05	2.164876e-05	-9.961325e-09	9.064536e-05	5.456328e-07	0.001403409	8.302319e-06
6.7206	52965.98	40.08	3.162026e-08	0.004303728	2.446193e-05	-7.904399e-09	0.0001705482	0.00211858	1.991588e-05	2.812076e-05	3.313835e-08	7.169553e-05	6.959551e-07	0.001521986	8.61862e-06
6.8886	52438.93	40.08	3.193934e-08	0.004464069	2.236393e-05	5.492348e-08	0.0001533829	0.00219369	1.8644e-05	2.036029e-05	7.7545e-08	6.807001e-05	7.029497e-07	0.001286898	8.998428e-06
7.0565	51634.7	40.08	-1.772098e-09	0.004083906	2.431409e-05	-2.940203e-08	0.0001516361	0.002144665	1.63169e-05	2.067732e-05	-1.076719e-08	7.213414e-05	6.566567e-07	0.001374703	7.814953e-06
7.2246	58387.29	40.08	8.919518e-08	0.003917177	2.504671e-05	3.04968e-08	0.0001379187	0.001957426	1.844533e-05	1.908849e-05	-9.521911e-09	7.415315e-05	6.060238e-07	0.001313425	7.638274e-06
7.3926	59759.93	40.08	1.167063e-07	0.003906011	2.075115e-05	-7.003012e-09	0.0001415691	0.00191657	1.896102e-05	2.061043e-05	2.93711e-08	6.953327e-05	5.50888e-07	0.00127682	1.044532e-05
7.5607	55618.88	40.08	-1.641453e-09	0.004102335	2.812341e-05	9.132605e-08	0.000138676	0.002197185	2.003906e-05	2.467258e-05	3.155795e-08	7.49384e-05	6.450449e-07	0.001452463	8.105691e-06
7.7286	54388.88	40.08	9.575592e-08	0.004436239	2.303949e-05	3.2741e-08	0.0001364594	0.002140464	1.933685e-05	1.790665e-05	3.227168e-08	7.657477e-05	6.32461e-07	0.001527526	8.712975e-06
7.8966	54172.18	40.08	3.092487e-08	0.004224653	2.254277e-05	-2.802098e-08	0.0001377205	0.002189538	1.993675e-05	2.057341e-05	-1.026267e-08	7.074184e-05	5.985262e-07	0.001439686	9.091488e-06
8.0647	55155.86	40.08	6.240062e-08	0.004070119	2.04058e-05	7.215894e-08	0.0002962876	0.002052394	1.74071e-05	2.190569e-05	7.372562e-08	7.00541e-05	6.683218e-07	0.001361478	8.709238e-06
