ElapsedTime_s	Ca43_CPS	IntStdWv	Li_g_g_m7	Na_g_g_m23	Mg_g_g_m24	Al_g_g_m27	P_g_g_m31	K_g_g_m39	Mn_g_g_m55	Fe_g_g_m57	Cu_g_g_m65	Zn_g_g_m66	Rb_g_g_m85	Sr_g_g_m88	Ba_g_g_m138
0	51034.98	40.08	1.07228e-08	0.002876619	5.836803e-05	7.936541e-08	0.0007622451	0.001090741	2.998008e-06	1.15957e-05	3.785639e-08	4.418867e-05	2.94483e-07	0.001458092	1.918736e-05
0.1675	48611.29	40.08	8.967344e-08	0.002731998	5.795237e-05	8.332244e-08	0.0007738326	0.00122953	3.106018e-06	2.168722e-05	2.777257e-07	5.028435e-05	2.677062e-07	0.001707321	1.886439e-05
0.336	54333.14	40.08	4.515107e-08	0.00244671	5.162561e-05	4.903157e-05	0.0006607171	0.001087983	2.936423e-06	1.514538e-05	3.762304e-07	4.175079e-05	2.487872e-07	0.001316991	1.657631e-05
0.5033998	49837.39	40.08	1.639542e-07	0.002661024	5.486911e-05	1.251249e-07	0.0007102516	0.001188218	2.99914e-06	1.372916e-05	8.51916e-08	5.064633e-05	2.510102e-07	0.001488697	1.977499e-05
0.6718998	55459.07	40.08	9.867874e-09	0.00251884	6.953743e-05	5.333066e-08	0.0006400653	0.001151928	3.858107e-06	1.775909e-05	1.182756e-07	3.743233e-05	3.255015e-07	0.001384877	1.966794e-05
0.8393998	57215.23	40.08	-2.374678e-08	0.002641905	5.233955e-05	1.089902e-07	0.000621199	0.001094869	4.241877e-06	1.357447e-05	7.420631e-08	4.156201e-05	2.274488e-07	0.00154928	1.768819e-05
1.0078	61528.25	40.08	8.894706e-09	0.002367373	4.282536e-05	6.583011e-08	0.0005606263	0.001046212	3.624873e-06	1.450476e-05	1.066089e-07	3.83248e-05	2.360717e-07	0.001199387	1.61611e-05
1.1753	50369.16	40.08	1.086542e-08	0.002767333	4.641351e-05	-6.364202e-09	0.0006863793	0.001180336	4.067592e-06	1.955355e-05	5.895819e-07	4.490473e-05	2.683662e-07	0.00143263	1.967476e-05
1.3438	49260.68	40.08	2.432562e-07	0.002989589	6.785904e-05	-2.869027e-08	0.0006658802	0.001240213	3.361173e-06	2.1401e-05	3.922012e-08	4.301839e-05	3.255459e-07	0.001557123	2.194607e-05
1.5117	49454.11	40.08	1.652254e-07	0.003010315	5.036139e-05	8.190244e-08	0.000641001	0.001235007	4.316034e-06	2.22519e-05	2.262083e-07	4.748068e-05	2.733317e-07	0.00148336	2.315558e-05
1.6797	50890.32	40.08	1.231105e-07	0.002825067	4.841572e-05	7.9591e-08	0.0006036828	0.001296621	4.045621e-06	1.935317e-05	3.796423e-08	5.012052e-05	2.755184e-07	0.001418179	2.434307e-05
1.8477	51222.55	40.08	8.510305e-08	0.002903483	5.025688e-05	-6.258149e-09	0.0006410278	0.001257365	4.304708e-06	1.516233e-05	3.771802e-08	4.823965e-05	3.622592e-07	0.001462659	2.584368e-05
2.0156	52375.88	40.08	1.923983e-07	0.00280391	5.731494e-05	-6.120339e-09	0.0009663809	0.001294438	4.643045e-06	1.482841e-05	8.106305e-08	5.167961e-05	3.350424e-07	0.001412859	2.958695e-05
2.1836	51256.48	40.08	4.78625e-08	0.003091499	6.36243e-05	5.770334e-08	0.0007375985	0.001314564	5.590805e-06	1.56031e-05	8.283345e-08	5.507725e-05	2.9321e-07	0.001521853	3.263766e-05
2.3521	51346.93	40.08	1.220161e-07	0.003051395	6.405804e-05	1.503858e-08	0.0007859081	0.001259273	5.433476e-06	9.274148e-06	1.728092e-07	5.058023e-05	3.811048e-07	0.001477102	3.378217e-05
