ElapsedTime_s	Ca43_CPS	IntStdWv	Li_g_g_m7	Na_g_g_m23	Mg_g_g_m24	Al_g_g_m27	P_g_g_m31	K_g_g_m39	Mn_g_g_m55	Fe_g_g_m57	Cu_g_g_m65	Zn_g_g_m66	Rb_g_g_m85	Sr_g_g_m88	Ba_g_g_m138
0	53313.75	40.08	1.323645e-07	0.003817275	4.549987e-05	8.929523e-08	0.0002017837	0.002109651	1.621087e-06	3.851233e-05	7.673876e-08	6.445016e-05	1.760038e-06	0.002304941	5.751446e-06
0.1682	51350.46	40.08	1.730311e-07	0.003705696	4.505551e-05	2.183696e-07	0.0001963857	0.002334739	7.778899e-07	2.66322e-05	-8.369644e-09	3.416784e-05	1.748187e-06	0.001811772	5.587265e-06
0.3362002	50808.28	40.08	1.748784e-07	0.003988072	2.95452e-05	3.019959e-08	0.0002194826	0.002220766	1.462029e-06	3.456314e-05	-8.458946e-09	0.0001093044	1.496923e-06	0.001844771	6.685042e-06
0.5042	59964.5	40.08	1.786666e-07	0.003393511	2.97397e-05	7.939299e-08	0.0001654104	0.001965849	1.474585e-06	3.57647e-05	3.053017e-08	3.738937e-05	1.429281e-06	0.001666107	5.957605e-06
0.6721001	56498.44	40.08	6.018448e-08	0.00401114	3.446057e-05	2.71593e-08	0.0002129708	0.001883293	1.538072e-06	2.66354e-05	-7.606993e-09	4.181215e-05	1.651757e-06	0.002074227	6.064925e-06
0.8400998	58327.5	40.08	5.829788e-08	0.003586517	2.787224e-05	4.474625e-08	0.0002038021	0.002153346	1.264561e-06	3.363592e-05	7.014257e-08	5.862304e-05	1.382321e-06	0.001947306	7.847804e-06
1.0081	59119.72	40.08	5.751736e-08	0.00384373	2.72601e-05	6.233816e-08	0.0003967932	0.002255922	1.444055e-06	2.854531e-05	6.920267e-08	4.17667e-05	1.630097e-06	0.002034325	6.3404e-06
1.176	52249.04	40.08	6.50816e-08	0.004006129	2.886538e-05	7.053618e-08	0.0002259226	0.002186708	1.314696e-06	3.623775e-05	3.503856e-08	4.18239e-05	1.727829e-06	0.00211782	7.585019e-06
1.344	61571.05	40.08	3.352548e-06	0.003319745	6.716585e-05	4.239067e-08	0.0001763985	0.001786932	1.369845e-06	2.592513e-05	2.973366e-08	3.72816e-05	1.515673e-06	0.001682237	6.290153e-06
1.5122	50580.6	40.08	3.213118e-06	0.004040936	4.061192e-05	3.034029e-08	0.0001942496	0.002302062	1.827198e-06	3.110682e-05	8.088572e-08	4.855339e-05	1.644189e-06	0.002173981	7.792792e-06
