ElapsedTime_s	Ca43_CPS	IntStdWv	Li_g_g_m7	Na_g_g_m23	Mg_g_g_m24	Al_g_g_m27	P_g_g_m31	K_g_g_m39	Mn_g_g_m55	Fe_g_g_m57	Cu_g_g_m65	Zn_g_g_m66	Rb_g_g_m85	Sr_g_g_m88	Ba_g_g_m138
0	47148.73	40.08	1.684584e-07	0.003262602	2.406913e-05	-5.339748e-08	0.0001592252	0.001480412	1.279372e-05	1.951214e-05	-8.105991e-09	7.478953e-05	4.681821e-07	0.001457632	7.987255e-06
0.1675	48117.5	40.08	6.741723e-09	0.003320795	2.050733e-05	3.849632e-08	0.0001439315	0.001517351	1.246222e-05	2.151919e-05	4.031083e-08	6.807641e-05	4.273636e-07	0.00136732	8.587629e-06
0.336	50325.66	40.08	4.429199e-08	0.003048929	1.896211e-05	1.509856e-08	0.0001336924	0.001529859	1.179435e-05	1.736254e-05	-7.594293e-09	6.150691e-05	2.584375e-07	0.001279764	7.532657e-06
0.5035	46163.28	40.08	7.029815e-09	0.003361932	2.046342e-05	8.74574e-08	0.000145983	0.00162656	1.220958e-05	1.442034e-05	9.23139e-08	6.604019e-05	3.908105e-07	0.001385528	8.310993e-06
0.6718998	44277.67	40.08	1.36373e-07	0.003839076	1.959635e-05	4.183429e-08	0.0001816989	0.001668802	1.378282e-05	1.555605e-05	-8.631627e-09	6.97572e-05	4.416819e-07	0.001480981	9.097336e-06
0.8399	51702.16	40.08	4.311639e-08	0.00334223	4.013894e-05	1.469617e-08	0.0001254615	0.001512337	1.195063e-05	1.555569e-05	3.751619e-08	6.29694e-05	3.782558e-07	0.001361947	8.547976e-06
1.0078	54209.44	40.08	5.989846e-09	0.00328604	1.833611e-05	-2.62901e-08	0.0001152082	0.001355789	1.373902e-05	1.569255e-05	-7.050228e-09	6.720665e-05	3.049389e-07	0.001285761	9.082762e-06
1.1758	48423.83	40.08	8.536914e-08	0.003500695	2.288815e-05	6.081296e-08	0.0001291981	0.001610744	1.567422e-05	1.947524e-05	4.005619e-08	6.992283e-05	4.038638e-07	0.001506237	8.920318e-06
1.3438	42264.97	40.08	9.781064e-08	0.003627274	2.169618e-05	-3.372026e-08	0.0001456885	0.00173789	1.667193e-05	1.520392e-05	-9.042702e-09	6.802556e-05	3.672911e-07	0.001325164	9.136635e-06
1.5118	41647.81	40.08	1.449918e-07	0.003686617	2.086279e-05	-6.045184e-08	0.0001370517	0.001621609	1.432333e-05	1.376559e-05	-9.176707e-09	6.935402e-05	3.485546e-07	0.001410435	8.40302e-06
