ElapsedTime_s	Ca43_CPS	IntStdWv	Li_g_g_m7	Na_g_g_m23	Mg_g_g_m24	Al_g_g_m27	P_g_g_m31	K_g_g_m39	Mn_g_g_m55	Fe_g_g_m57	Cu_g_g_m65	Zn_g_g_m66	Rb_g_g_m85	Sr_g_g_m88	Ba_g_g_m138
0	51459.17	40.08	4.626252e-09	0.003372802	2.739743e-05	1.835058e-07	0.000583173	0.001963014	4.600598e-05	2.518315e-05	3.953842e-07	4.00454e-05	1.044421e-06	0.002065959	1.31226e-05
0.1675	55942.42	40.08	1.726107e-07	0.003040756	2.502959e-05	2.276123e-07	0.000501819	0.001765228	4.059813e-05	2.11058e-05	3.22509e-07	3.855167e-05	8.707041e-07	0.001841313	1.277825e-05
0.336	55109.85	40.08	3.84991e-08	0.003252393	2.451182e-05	7.184732e-08	0.0004562697	0.001755421	4.222515e-05	2.017056e-05	4.946252e-07	3.79931e-05	8.838581e-07	0.001900988	1.161979e-05
0.5033998	57120.63	40.08	4.166894e-09	0.003158074	2.042563e-05	2.037173e-07	0.0004247331	0.001814748	4.133665e-05	2.430101e-05	2.755172e-07	3.56708e-05	8.615513e-07	0.001824661	1.255153e-05
0.6719003	58662.96	40.08	1.646064e-07	0.003340083	2.232939e-05	4.787876e-07	0.000418031	0.001831172	4.054982e-05	2.091293e-05	2.289948e-07	4.190038e-05	9.676198e-07	0.001902775	1.286773e-05
0.8394003	60596.45	40.08	3.501276e-08	0.003265671	4.064687e-05	2.28229e-07	0.0004169405	0.00182842	4.014496e-05	2.481229e-05	2.597133e-07	3.48811e-05	8.370384e-07	0.001828609	1.222077e-05
1.0078	57909.71	40.08	1.016925e-07	0.003423413	2.106141e-05	2.198794e-07	0.0004210188	0.001779628	3.856596e-05	2.237883e-05	3.513415e-07	3.849985e-05	7.803146e-07	0.001945431	1.193702e-05
1.1753	59054.23	40.08	9.972157e-08	0.003179584	1.770039e-05	1.413329e-07	0.0003443983	0.001730491	3.795831e-05	2.077477e-05	4.615868e-07	4.151068e-05	1.012407e-06	0.001918962	1.276105e-05
1.3438	56524.31	40.08	3.753456e-08	0.003579098	1.923692e-05	7.004883e-08	0.0003634717	0.001798243	3.754584e-05	2.252e-05	3.191878e-07	3.944353e-05	7.370503e-07	0.001938978	1.166382e-05
1.5117	56964.03	40.08	3.724461e-08	0.003288042	1.875083e-05	1.27266e-07	0.0003283884	0.001739787	3.533597e-05	1.991947e-05	3.571737e-07	4.006881e-05	8.550883e-07	0.001777662	1.145562e-05
1.6797	54426.11	40.08	4.371029e-09	0.003665098	1.706403e-05	1.533508e-07	0.0003237303	0.001729557	3.234087e-05	2.592847e-05	2.044843e-07	3.798436e-05	8.21016e-07	0.001815165	1.202075e-05
1.8477	59317.75	40.08	3.576637e-08	0.003110629	1.695322e-05	2.977233e-08	0.0003137093	0.001705465	3.11556e-05	1.83525e-05	4.206904e-07	3.730718e-05	7.108214e-07	0.001884195	1.133441e-05
2.0156	59982	40.08	3.965577e-09	0.00319435	1.684558e-05	1.391463e-07	0.0003009932	0.001703627	3.218313e-05	2.429533e-05	3.776168e-07	3.761164e-05	7.869037e-07	0.001872073	1.047265e-05
2.1836	57975.5	40.08	4.102524e-09	0.00334811	1.867252e-05	1.43962e-07	0.0003170362	0.001850534	3.470969e-05	2.235441e-05	3.906856e-07	3.897023e-05	8.836431e-07	0.001760318	1.205414e-05
2.3521	59915.76	40.08	3.540879e-08	0.003200787	1.692445e-05	1.393e-07	0.0003356349	0.001815594	3.258788e-05	2.701813e-05	4.164909e-07	3.350972e-05	7.373959e-07	0.001792844	1.193083e-05
2.52	59490.23	40.08	6.732627e-08	0.003417642	1.647976e-05	2.509069e-07	0.0002815677	0.001846637	3.483096e-05	2.604964e-05	3.032735e-07	3.892423e-05	8.103212e-07	0.001848172	1.06581e-05
2.688	62238.04	40.08	9.462022e-08	0.003368435	1.693012e-05	9.885972e-08	0.0003075548	0.001748759	3.335931e-05	2.230459e-05	2.528617e-07	3.688645e-05	9.525331e-07	0.001743362	1.061327e-05
2.856	66071.57	40.08	1.461513e-07	0.003265379	1.611153e-05	4.332732e-08	0.000299755	0.001630799	3.180625e-05	2.798843e-05	4.125605e-07	3.404497e-05	8.515062e-07	0.001537126	1.01758e-05
3.0239	62928.21	40.08	3.778256e-09	0.003464067	1.731764e-05	1.849149e-07	0.0003076394	0.001730864	3.34358e-05	2.169409e-05	2.134721e-07	3.495634e-05	8.940402e-07	0.001936839	1.105862e-05
3.1919	64279.8	40.08	3.698542e-09	0.00334598	1.605582e-05	6.159635e-08	0.0002910193	0.001742685	3.118398e-05	2.876885e-05	2.448295e-07	3.520011e-05	9.927135e-07	0.001773605	1.109461e-05
3.3599	60723.31	40.08	3.914876e-09	0.003457368	1.582863e-05	4.714314e-08	0.0002747789	0.001806048	3.303569e-05	2.096435e-05	2.212232e-07	3.927913e-05	7.690124e-07	0.001871725	1.189e-05
3.5283	63293	40.08	6.328059e-08	0.003178905	1.44078e-05	1.145389e-07	0.0002382403	0.001668392	2.967631e-05	2.120541e-05	1.758365e-07	3.302932e-05	9.684494e-07	0.001571317	1.064243e-05
3.6958	57557.42	40.08	1.350432e-07	0.003544042	1.64071e-05	-7.426433e-09	0.0002666939	0.001759847	3.430614e-05	2.011625e-05	1.933585e-07	3.839063e-05	8.375321e-07	0.002003728	1.238303e-05
3.8643	63323.2	40.08	3.350177e-08	0.003260684	1.30165e-05	2.183994e-07	0.0002547539	0.001695016	3.385388e-05	2.483772e-05	1.029775e-07	3.740523e-05	8.566853e-07	0.001646335	1.073038e-05
4.0318	66407.97	40.08	3.194538e-08	0.003475382	1.349676e-05	1.256808e-07	0.0002373626	0.001689538	3.004401e-05	1.465988e-05	3.063774e-07	3.751289e-05	9.608999e-07	0.001648839	1.117026e-05
4.2002	67632.04	40.08	8.707374e-08	0.003602612	1.302168e-05	9.895401e-09	0.0002540993	0.001627074	2.929428e-05	1.712005e-05	3.349014e-07	0.0001306845	8.021058e-07	0.001618594	1.13232e-05
4.3677	57816.42	40.08	6.927424e-08	0.003741696	1.685309e-05	1.064192e-07	0.0002553682	0.001922168	2.920625e-05	2.401178e-05	3.307904e-08	3.610052e-05	7.554696e-07	0.001753155	1.245865e-05
4.5362	52627.36	40.08	4.030969e-08	0.003743617	1.737339e-05	1.377511e-07	0.0002630331	0.001974235	3.244658e-05	1.806127e-05	3.428198e-07	4.450399e-05	8.586362e-07	0.001828748	1.292723e-05
