ElapsedTime_s	Ca43_CPS	IntStdWv	Li_g_g_m7	Na_g_g_m23	Mg_g_g_m24	Al_g_g_m27	P_g_g_m31	K_g_g_m39	Mn_g_g_m55	Fe_g_g_m57	Cu_g_g_m65	Zn_g_g_m66	Rb_g_g_m85	Sr_g_g_m88	Ba_g_g_m138
0	49785.34	40.08	2.879923e-08	0.002689822	1.773806e-05	2.666881e-08	0.0001756227	0.001116244	2.772151e-06	3.282423e-05	8.196896e-08	2.017845e-05	6.22005e-07	0.001511209	2.897522e-06
0.1679997	49270.22	40.08	-7.998674e-09	0.002633569	1.644618e-05	4.983773e-09	0.0001909321	0.001174227	2.729309e-06	3.73165e-05	3.701768e-08	2.406848e-05	5.975122e-07	0.001502349	2.988832e-06
0.3361001	50542.5	40.08	-7.795288e-09	0.002582283	1.554466e-05	9.050601e-08	0.0001805838	0.001091455	1.917572e-06	3.323107e-05	1.253963e-07	2.15368e-05	6.732166e-07	0.001619304	2.837047e-06
0.5040998	48948.98	40.08	6.664209e-08	0.002589129	1.808907e-05	-1.70906e-08	0.0001745941	0.001143305	2.675058e-06	4.359845e-05	1.294786e-07	1.798657e-05	6.951324e-07	0.001478887	2.823992e-06
0.6719999	47922.01	40.08	-4.636206e-08	0.002621094	1.686007e-05	5.126533e-09	0.0001898045	0.001150414	1.969981e-06	3.552194e-05	1.322534e-07	2.131307e-05	4.868518e-07	0.001574007	2.758938e-06
0.8399997	46904.14	40.08	-4.736594e-08	0.002697236	1.680049e-05	9.752873e-08	0.0001726993	0.001205167	2.683901e-06	4.54989e-05	1.351235e-07	1.912841e-05	4.54005e-07	0.001596058	2.644701e-06
1.0081	48780.95	40.08	-8.068334e-09	0.002582066	1.689991e-05	4.940751e-08	0.0001792303	0.001165652	2.549655e-06	3.349923e-05	3.738909e-08	1.914909e-05	6.869854e-07	0.001557493	2.683969e-06
1.1761	46983.22	40.08	6.943901e-08	0.002630149	1.737173e-05	1.664668e-07	0.0001871916	0.001170306	2.280148e-06	4.010387e-05	-9.218449e-09	2.009634e-05	5.72421e-07	0.001614728	2.722578e-06
1.3442	48203.95	40.08	-4.608227e-08	0.002618884	1.620128e-05	-1.735033e-08	0.0001775013	0.001121838	3.223231e-06	4.85174e-05	8.465837e-08	2.097983e-05	5.790448e-07	0.001500912	2.502102e-06
1.5121	47936.39	40.08	2.992924e-08	0.002652041	1.695268e-05	5.129259e-09	0.0001838985	0.001098283	1.907058e-06	3.787985e-05	3.80479e-08	2.060639e-05	5.504187e-07	0.00149423	2.121675e-06
